Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU24,OUT035,2152.13192
FDA21,OUT027,5222.2023
FDH58,OUT027,2782.24504
FDW36,OUT018,1751.52006
FDI45,OUT027,4061.64632
FDU01,OUT018,3053.89144
FDF35,OUT027,3015.00872
FDU43,OUT019,635.10662
FDE24,OUT019,386.89638
FDK50,OUT049,2315.91872
FDG31,OUT045,624.5204
FDC60,OUT045,1434.93216
FDL36,OUT013,1708.64254
FDP21,OUT013,3150.29928
FDW16,OUT045,1387.1943
FDX02,OUT017,2935.77852
FDQ58,OUT027,3064.87714
FDT51,OUT046,1494.85416
FDD59,OUT049,1296.37918
NCM42,OUT018,1771.56064
FDA57,OUT018,685.30794
FDZ48,OUT035,1912.71024
FDE46,OUT045,2198.1387
NCZ30,OUT019,469.12268
FDB56,OUT017,2481.7695
FDA25,OUT027,3594.72078
FDD20,OUT013,2782.77768
FDL25,OUT013,1205.16458
NCO18,OUT049,1938.94276
FDJ45,OUT017,579.37916
FDR12,OUT035,3208.62336
NCF19,OUT010,115.8492
FDK25,OUT046,3922.49412
NCR17,OUT046,2474.57886
FDC52,OUT046,2282.56214
NCA54,OUT017,3414.62188
FDR45,OUT010,646.22548
NCM19,OUT049,2435.36324
FDF39,OUT027,5567.28644
FDX23,OUT049,967.7403
FDD58,OUT027,3199.90138
FDX28,OUT013,1620.42404
NCD31,OUT013,2961.74472
FDU57,OUT018,2316.85084
FDI27,OUT046,704.21666
NCM42,OUT046,1633.14082
FDD32,OUT027,2164.38264
FDI34,OUT013,3496.1158
NCM29,OUT049,2023.23304
FDG46,OUT018,2089.67988
DRC01,OUT010,174.30644
FDB15,OUT027,6474.10604
NCA17,OUT027,3087.38118
FDF10,OUT046,2806.81306
FDR26,OUT027,4408.9276
FDI02,OUT049,1012.61522
NCM54,OUT010,245.21414
FDF14,OUT013,2656.2091
FDJ33,OUT010,279.50284
FDM20,OUT035,4834.3738
FDC03,OUT027,6118.63542
NCX05,OUT046,1872.5625
NCM41,OUT027,2782.77768
NCU29,OUT010,598.8871
FDQ59,OUT017,842.37016
FDH46,OUT010,296.48074
FDH09,OUT013,610.47202
NCD06,OUT045,741.90094
FDC15,OUT035,2932.64926
DRD37,OUT027,1059.82044
FDT28,OUT027,2816.9998
FDR28,OUT027,3988.74122
FDT38,OUT017,1073.2696
FDV34,OUT027,2378.17102
FDY52,OUT035,1065.67948
FDB34,OUT013,1086.98508
DRL23,OUT018,1402.44112
DRB24,OUT046,1550.11556
FDJ50,OUT046,839.30748
FDQ49,OUT035,2308.12886
FDP20,OUT035,1226.0707
FDV19,OUT027,4457.39784
NCR54,OUT045,3141.5773
FDO09,OUT010,519.92322
FDS57,OUT018,1635.5377
FDN10,OUT049,1699.85398
FDV23,OUT049,1900.39294
FDY28,OUT049,3605.04068
DRG51,OUT013,2472.04882
FDD45,OUT019,231.89814
NCL18,OUT027,5332.45878
NCM29,OUT013,2295.87814
FDF17,OUT027,5467.68276
FDE22,OUT017,2371.11354
FDQ22,OUT017,542.42726
FDS01,OUT013,2386.36036
FDW35,OUT027,1087.98378
FDJ33,OUT046,2585.50114
NCF54,OUT035,3092.50784
FDE09,OUT013,1549.11686
NCE06,OUT045,2649.35136
DRH49,OUT049,978.32652
FDY43,OUT045,2751.7514
NCT05,OUT017,5035.84488
FDZ34,OUT045,3562.03
FDL38,OUT017,1523.88304
FDZ31,OUT017,3012.81158
FDR14,OUT035,737.50666
NCN54,OUT049,913.27786
NCC42,OUT027,4392.2826
FDK08,OUT017,1676.4844
FDP59,OUT013,1533.60372
FDV22,OUT035,3103.16064
FDD33,OUT035,4015.83928
DRE60,OUT027,6147.06508
FDK52,OUT046,4156.18992
FDA02,OUT017,2377.5718
FDM56,OUT049,1248.90764
FDE57,OUT035,2126.43204
FDM32,OUT045,1082.85712
NCQ30,OUT027,3174.2015
FDQ27,OUT027,2280.56474
FDT60,OUT027,3325.73758
FDU43,OUT049,4485.62776
NCO55,OUT035,1866.9032
FDG02,OUT045,2355.2675
FDJ28,OUT013,2760.53996
FDP40,OUT045,1903.98826
FDJ38,OUT045,2696.42342
NCC54,OUT017,4025.89286
NCZ41,OUT046,1868.5677
FDK38,OUT019,380.23838
FDU52,OUT013,1956.4533
FDC40,OUT046,1309.9615
NCR30,OUT017,1528.74338
NCN18,OUT017,1828.48654
FDB50,OUT035,1469.7535
FDG04,OUT013,3192.24468
FDR26,OUT035,1919.96746
NCT17,OUT018,2454.4717
FDX35,OUT027,5353.16516
FDS12,OUT046,2200.53558
NCZ29,OUT027,3249.70322
FDB38,OUT010,314.5905
FDP12,OUT013,622.1901
FDP22,OUT046,822.9288
FDS26,OUT018,3380.86582
FDR52,OUT046,3533.66692
DRJ13,OUT046,2781.91214
FDU48,OUT027,4440.41994
FDE29,OUT035,1353.63798
NCT29,OUT049,1586.20192
DRK37,OUT018,4379.36608
FDK55,OUT046,1117.14582
FDR07,OUT046,1500.44688
FDO21,OUT027,4591.95602
FDK46,OUT049,3631.47294
FDB12,OUT045,1368.08584
FDT31,OUT027,4877.38448
FDJ33,OUT045,2074.69938
FDC26,OUT027,3433.93008
NCQ02,OUT045,2512.26314
FDP08,OUT010,511.20124
FDB11,OUT027,5391.91472
FDV55,OUT013,2147.27158
FDW20,OUT049,2045.87024
NCJ18,OUT019,347.61418
FDC41,OUT018,1302.03848
FDE14,OUT027,2087.88222
FDG35,OUT013,2740.69912
FDF45,OUT035,1303.83614
FDS19,OUT027,2406.60068
FDS58,OUT019,473.78328
FDA26,OUT017,3914.70426
FDM32,OUT049,964.61104
FDL45,OUT046,2351.53902
FDZ55,OUT049,3570.81856
FDY37,OUT049,2427.24048
FDO46,OUT046,2893.43364
FDQ60,OUT046,2408.46492
FDA19,OUT018,2233.35952
FDL15,OUT046,2512.59604
FDM10,OUT018,2639.43094
NCL05,OUT017,604.74614
DRK49,OUT010,76.2341
NCE18,OUT027,5902.58332
FDG40,OUT049,617.79582
DRI59,OUT045,3911.44184
FDK28,OUT035,6273.89998
NCD06,OUT019,136.8219
FDO11,OUT019,695.02862
FDK27,OUT046,1877.08994
FDT43,OUT027,1377.67336
FDD38,OUT018,848.895
FDA16,OUT049,2750.88586
FDL14,OUT027,3906.78124
NCM17,OUT049,690.16828
FDD20,OUT045,2088.68118
FDA40,OUT045,1081.925
FDL43,OUT045,1039.84644
FDV15,OUT045,1863.2413
FDE52,OUT046,1574.21752
NCL17,OUT010,447.81708
NCJ31,OUT045,3856.84624
FDR60,OUT045,1116.5466
NCA18,OUT035,1587.6001
FDS21,OUT027,1681.74422
FDW09,OUT035,1431.60316
FDL26,OUT035,2944.89998
FDS47,OUT018,1133.1916
FDC39,OUT046,3756.4436
FDT51,OUT035,1887.27668
FDK40,OUT035,3480.93556
NCG19,OUT045,2640.29648
FDZ07,OUT046,1105.8938
FDF08,OUT027,2363.72316
FDO04,OUT013,862.61048
FDK41,OUT018,1585.00348
FDP15,OUT049,4752.94646
NCD43,OUT018,1425.94386
NCP18,OUT013,2453.67274
FDZ51,OUT046,1867.2361
DRH13,OUT035,1485.33322
FDF38,OUT045,480.50786
NCI43,OUT045,614.93288
FDM38,OUT027,1841.07016
FDS03,OUT013,900.62766
DRJ47,OUT017,2774.58834
FDT50,OUT010,147.40812
FDV02,OUT046,3457.23308
NCG18,OUT017,1824.49174
FDW52,OUT046,2917.13612
FDS40,OUT035,783.18054
FDN31,OUT017,2607.67228
FDA37,OUT045,1625.81702
FDA15,OUT046,4202.13012
FDL39,OUT046,3006.02042
FDJ53,OUT045,1568.02558
FDX22,OUT013,4447.47742
NCZ42,OUT045,4139.67808
FDD56,OUT027,4076.89314
FDD40,OUT017,2876.12284
FDS50,OUT013,3887.67278
NCN14,OUT013,2823.9907
FDT15,OUT013,2914.60608
NCS18,OUT027,2948.8282
NCO26,OUT010,171.1106
FDF58,OUT018,781.6492
NCB19,OUT013,1811.44206
FDH26,OUT017,2889.572
DRB24,OUT027,3955.11832
FDA49,OUT018,1156.22828
FDB32,OUT045,1164.1513
FDI36,OUT017,3692.12732
NCA17,OUT010,323.44564
FDH22,OUT013,2130.95948
NCM26,OUT018,2689.1662
FDT15,OUT027,4952.08724
FDB16,OUT018,1264.82026
NCP54,OUT027,3211.88578
FDJ36,OUT013,1595.72286
FDO28,OUT045,1862.04286
FDU09,OUT013,1005.6909
FDF29,OUT017,1782.74608
FDY08,OUT013,1854.253
DRJ59,OUT018,315.65578
FDT23,OUT027,1842.9344
FDU15,OUT018,282.76526
FDT47,OUT013,1435.33164
FDI53,OUT019,411.06492
FDR59,OUT018,4050.7272
FDD53,OUT035,596.75654
FDY51,OUT017,2992.17178
FDT04,OUT049,493.55754
FDU51,OUT049,2461.52918
FDG14,OUT035,2810.87444
NCU06,OUT045,4187.01646
DRG25,OUT046,2924.59308
DRH49,OUT035,1152.96586
FDN15,OUT035,1550.04898
FDL43,OUT018,613.33496
NCT18,OUT049,3470.54908
NCB31,OUT013,3772.62254
FDK57,OUT035,1889.80672
FDY04,OUT019,359.46542
NCP54,OUT046,2229.03182
FDF41,OUT013,3150.49902
FDM01,OUT045,1839.67198
FDW03,OUT045,1814.23842
FDF28,OUT045,1722.29144
FDY37,OUT017,2730.7787
FDQ03,OUT017,3620.82014
FDP51,OUT027,2483.30084
FDJ40,OUT017,2121.37196
FDC32,OUT049,1227.46888
DRI49,OUT027,2157.8578
NCW54,OUT017,902.159
FDF09,OUT017,623.38854
FDP45,OUT018,2262.45498
DRJ23,OUT018,3323.54044
FDS59,OUT017,2298.80766
FDY08,OUT046,2729.31394
FDX16,OUT049,2799.28952
FDY16,OUT018,3512.69422
FDK32,OUT035,3277.79998
FDQ22,OUT013,569.12584
NCC31,OUT018,2085.68508
FDG58,OUT049,2302.86904
DRF48,OUT013,2786.7059
DRH36,OUT049,839.17432
NCR30,OUT035,1357.8991
FDB03,OUT019,558.67278
FDZ28,OUT027,3384.99378
FDR35,OUT017,3232.59216
DRD15,OUT027,5609.43158
FDJ33,OUT019,248.3434
FDA56,OUT010,219.3811
FDP56,OUT046,772.19484
NCT30,OUT046,769.06558
FDK15,OUT017,2046.86894
FDH44,OUT018,1923.76252
FDV01,OUT013,2070.3051
DRG03,OUT017,2742.69652
FDG50,OUT027,2084.88612
FDR16,OUT010,734.31082
FDZ60,OUT046,1056.09196
DRG03,OUT045,2954.42092
FDS56,OUT018,3957.38204
FDU33,OUT045,893.70334
DRD27,OUT035,1178.93206
FDW22,OUT046,2621.52092
DRA24,OUT045,2506.00462
FDF38,OUT049,665.93316
FDX48,OUT013,2458.4665
FDS58,OUT018,2702.8151
FDC32,OUT046,1201.90216
NCQ29,OUT045,4185.5517
DRK39,OUT018,1124.26988
NCS38,OUT017,1895.5326
DRO47,OUT013,2036.74878
DRG27,OUT027,895.23468
FDC57,OUT027,6386.0207
FDS55,OUT046,2404.5367
NCJ06,OUT018,2185.08902
FDO01,OUT019,241.15276
NCM55,OUT045,3064.21134
FDC52,OUT049,2254.86486
FDQ15,OUT045,1332.86502
NCT30,OUT027,1462.89576
NCR42,OUT027,864.5413
FDD28,OUT035,629.181
FDQ34,OUT049,1331.6
FDZ12,OUT027,3175.33336
DRE13,OUT019,140.61696
NCN07,OUT019,226.97122
FDM28,OUT035,3054.62382
FDI10,OUT017,3083.3198
FDQ25,OUT013,2565.79346
FDA38,OUT010,744.83046
DRI13,OUT049,2664.79792
FDY20,OUT027,2191.08122
NCZ53,OUT035,2988.37672
NCM31,OUT013,4132.82034
DRB01,OUT017,3037.24644
DRF37,OUT046,3546.78318
NCF42,OUT049,2795.22814
FDF16,OUT018,2677.1818
FDB41,OUT013,794.36598
FDR34,OUT013,3897.9261
FDR15,OUT018,2036.3493
NCV42,OUT019,262.72468
FDW51,OUT035,3549.97902
FDU36,OUT017,1547.05288
FDX60,OUT049,1075.99938
FDY03,OUT035,2192.01334
FDW55,OUT045,3551.3772
FDT01,OUT010,741.83436
FDG58,OUT013,2368.9164
FDK21,OUT017,3261.55446
NCS41,OUT019,490.22854
FDS10,OUT045,2401.27428
NCT53,OUT046,2589.69568
FDJ28,OUT018,2459.19888
FDX44,OUT045,1283.72898
FDT20,OUT018,285.49504
FDO44,OUT017,2095.40576
NCX17,OUT049,3233.52428
FDY01,OUT017,1949.26266
FDJ12,OUT027,4166.77614
DRK35,OUT018,371.8493
FDD47,OUT019,352.14162
NCM53,OUT035,1853.32088
FDO45,OUT013,1272.6767
NCM42,OUT010,347.61418
FDE04,OUT046,2925.12572
NCI30,OUT027,4620.05278
FDZ19,OUT013,2865.07056
FDW57,OUT013,2855.48304
FDA25,OUT013,1715.50028
FDT22,OUT046,1132.39264
FDP51,OUT013,2259.3923
FDD48,OUT027,3150.96508
FDY39,OUT035,4162.31528
FDO48,OUT010,680.38102
FDD23,OUT027,4516.65404
DRN35,OUT027,914.74262
FDT01,OUT035,3108.55362
FDC20,OUT010,147.67444
DRJ35,OUT035,1257.16356
FDB32,OUT046,1841.40306
FDL24,OUT046,2852.48694
NCV42,OUT035,2178.89708
FDZ46,OUT046,2020.10378
FDC15,OUT013,2220.97564
FDD08,OUT019,101.33476
FDY50,OUT049,1278.60232
FDD36,OUT013,2019.57114
FDG57,OUT027,1628.01416
FDL21,OUT018,633.90818
FDN16,OUT027,3014.60924
FDJ09,OUT027,1081.32578
FDS01,OUT010,404.93956
FDV33,OUT017,4066.0406
DRE12,OUT017,1627.48152
FDR07,OUT013,1258.96122
FDP48,OUT010,400.21238
NCB55,OUT035,570.39086
FDQ08,OUT013,756.14906
FDR34,OUT035,5209.41894
FDO33,OUT046,1429.00654
FDP13,OUT045,686.24006
FDX12,OUT049,3627.01208
NCT06,OUT049,3467.95246
FDR16,OUT019,602.34926
FDE36,OUT046,3472.94596
FDZ36,OUT049,3255.89516
FDV13,OUT045,1389.92408
NCZ17,OUT035,624.45382
FDU56,OUT045,2847.69318
FDM09,OUT035,2477.1089
FDV02,OUT017,2765.66662
FDS34,OUT018,1790.60252
FDA11,OUT049,1093.2436
FDP09,OUT017,4997.89428
FDB29,OUT027,2490.092
FDT19,OUT017,3609.9676
DRH15,OUT017,918.93716
FDY38,OUT046,2647.2208
FDF14,OUT027,3054.82356
FDN48,OUT010,140.8167
FDQ12,OUT013,3841.46626
NCJ43,OUT045,3133.38796
FDE17,OUT019,245.94652
FDB05,OUT035,4026.55866
FDH10,OUT045,1979.15708
NCR06,OUT017,524.71698
FDU32,OUT018,1320.48114
FDD56,OUT049,2839.50384
FDO36,OUT018,2503.34142
FDH16,OUT010,169.84558
FDX10,OUT018,548.15314
FDZ37,OUT017,1160.08992
FDU31,OUT010,688.83668
DRC49,OUT049,2306.86384
FDL15,OUT045,2426.57468
FDN32,OUT019,470.58744
DRH59,OUT027,2555.54014
NCU29,OUT049,2636.96748
FDR37,OUT019,611.13782
FDS14,OUT018,2026.16256
FDU02,OUT027,7179.72088
FDJ08,OUT035,3783.4085
NCZ06,OUT045,3319.81196
FDO31,OUT049,1296.24602
FDH31,OUT018,1369.35086
FDS58,OUT017,2794.0297
NCA53,OUT027,1443.18808
FDF50,OUT046,1883.2153
NCW42,OUT049,3866.50034
NCQ17,OUT045,2064.91212
FDK51,OUT018,4476.90578
NCW41,OUT010,357.8675
NCR29,OUT017,809.08016
FDB08,OUT019,325.64278
FDA40,OUT027,3217.67824
FDL14,OUT018,2359.06256
FDB47,OUT046,3831.41268
FDO03,OUT035,4402.46934
DRK13,OUT019,429.441
FDX13,OUT010,421.85088
FDF52,OUT046,3101.03008
FDT11,OUT013,3093.9726
FDB08,OUT013,3331.92952
FDQ28,OUT018,2013.77868
FDD29,OUT045,4968.99856
NCQ29,OUT027,7617.15148
NCO02,OUT013,789.77196
FDR56,OUT010,446.15258
NCM54,OUT049,1689.00144
FDP51,OUT035,2048.06738
FDT38,OUT013,958.61884
FDZ20,OUT018,2620.78854
FDJ53,OUT013,1523.74988
FDX13,OUT049,3080.19054
FDP58,OUT035,4262.4516
NCK31,OUT019,112.25388
FDA35,OUT018,1527.74468
FDV37,OUT018,2899.2261
NCO07,OUT027,3976.8234
FDA20,OUT045,2577.37838
FDZ59,OUT035,2779.0492
NCY17,OUT017,686.70612
FDQ28,OUT035,2946.29816
FDV35,OUT017,2439.1583
FDQ36,OUT013,427.4436
FDD34,OUT018,2171.04064
FDK51,OUT045,4272.50518
FDV31,OUT035,1785.40928
FDR04,OUT035,1436.19718
FDR14,OUT049,823.86092
DRC36,OUT010,487.43218
FDE39,OUT019,279.76916
FDP57,OUT049,1358.03226
FDE57,OUT046,2372.84462
NCN18,OUT046,1395.05074
NCQ05,OUT018,3075.52994
FDW47,OUT035,2062.6484
FDV46,OUT035,1470.68562
NCP29,OUT045,996.10338
FDE09,OUT018,2091.6107
NCU06,OUT027,5882.47616
FDT19,OUT010,573.5867
DRF15,OUT017,2147.67106
DRI51,OUT013,2732.24346
NCX54,OUT013,1620.2243
DRE01,OUT013,4915.53482
NCB07,OUT045,2578.6434
FDU50,OUT035,1300.84004
FDG40,OUT035,657.67724
FDW10,OUT018,2895.16472
FDX51,OUT013,3382.66348
NCP17,OUT045,783.58002
FDP21,OUT035,2807.21254
FDL04,OUT045,1504.24194
FDV23,OUT013,1751.98612
FDF24,OUT046,1691.66464
FDH56,OUT027,2848.09266
FDB51,OUT049,1001.49636
FDI58,OUT027,2908.48072
FDR20,OUT013,712.0731
FDC51,OUT018,1291.78516
FDB16,OUT027,2059.58572
FDE40,OUT049,991.97542
NCM17,OUT035,688.90326
FDU56,OUT035,2860.80944
FDS32,OUT019,325.30988
FDX02,OUT049,3496.7816
FDT39,OUT027,3255.56226
FDE35,OUT017,874.26198
NCI42,OUT019,314.2576
DRL23,OUT046,1483.86846
FDA10,OUT046,1948.39712
FDA11,OUT013,1362.75944
NCM06,OUT046,2593.9568
NCT05,OUT035,4011.17868
NCQ02,OUT010,656.87828
NCY06,OUT049,2718.06192
FDY56,OUT035,5402.36778
FDL02,OUT035,2233.35952
NCI06,OUT035,2619.19062
FDQ14,OUT045,2110.38626
FDQ12,OUT017,4068.77038
FDP36,OUT046,995.371
FDK21,OUT027,7819.42152
FDO40,OUT045,2447.01474
NCK54,OUT019,313.65838
FDY09,OUT018,2585.76746
NCW30,OUT049,4398.00848
NCC55,OUT027,804.02008
FDE58,OUT018,1627.5481
FDR39,OUT013,3545.91764
FDU28,OUT049,2884.77824
FDH08,OUT017,3548.24794
FDG35,OUT045,3798.58874
FDG22,OUT049,629.38074
FDC34,OUT035,3695.98896
FDP15,OUT018,4773.25336
FDK34,OUT010,505.20904
FDU45,OUT035,2223.03962
FDQ04,OUT027,814.47314
FDX22,OUT018,2962.27736
FDB45,OUT017,1414.29236
NCH43,OUT027,4262.65134
DRE60,OUT046,3675.48232
FDD17,OUT027,5828.01372
NCM54,OUT017,1737.53826
NCH55,OUT013,2260.99022
NCT06,OUT017,2562.3313
FDA48,OUT027,4462.45792
FDY58,OUT027,7914.89724
FDO25,OUT045,4147.13504
FDN50,OUT045,1596.18892
FDH35,OUT035,2573.84964
FDK09,OUT045,5180.5898
FDO16,OUT013,1976.89336
FDW11,OUT045,1013.48076
FDU47,OUT027,3152.03036
NCQ42,OUT010,258.6633
FDK55,OUT027,2793.23074
FDN08,OUT049,2121.2388
FDT57,OUT045,2929.52
FDJ12,OUT018,4069.90224
DRL59,OUT017,714.66972
NCN53,OUT046,590.2317
FDO51,OUT010,91.41434
FDK56,OUT017,3837.73778
FDY12,OUT035,832.31658
FDU15,OUT035,749.42448
FDQ19,OUT046,2994.03602
DRF15,OUT045,1762.10628
DRE25,OUT019,152.26846
FDK57,OUT018,1998.99792
FDD33,OUT010,529.71048
FDR34,OUT027,8140.53686
FDU04,OUT045,1831.14974
FDE35,OUT019,107.46012
NCD31,OUT035,3635.06826
FDJ56,OUT035,1065.41316
NCU53,OUT046,2407.5328
FDD39,OUT035,3765.16558
NCU17,OUT019,205.66562
FDJ20,OUT046,2016.84136
NCW41,OUT018,2397.8787
FDL52,OUT035,700.0887
FDS39,OUT035,2278.3676
DRJ47,OUT045,2803.61722
FDP13,OUT010,66.31368
DRK39,OUT010,150.93686
FDF28,OUT010,257.26512
FDB09,OUT045,1677.94916
FDM51,OUT046,1353.5714
DRM49,OUT018,703.21796
DRF23,OUT013,2714.20028
DRH01,OUT035,3046.43448
FDH12,OUT027,2499.34662
FDA28,OUT019,213.18916
FDW37,OUT018,1254.23404
FDF02,OUT046,1928.35654
DRL37,OUT046,743.0328
NCF43,OUT046,2574.04938
FDH08,OUT010,338.02666
FDR34,OUT019,543.49254
NCK19,OUT049,3154.29408
NCD55,OUT018,305.40246
FDT27,OUT049,3351.03798
FDQ57,OUT045,1603.17982
FDA47,OUT035,2099.46714
DRG15,OUT027,1834.9448
FDE05,OUT018,2372.11224
FDN46,OUT046,1906.45172
FDX27,OUT027,2463.92606
FDT51,OUT045,2205.66224
FDU33,OUT013,850.69266
FDJ16,OUT027,1414.29236
FDD20,OUT019,281.16734
FDT36,OUT049,532.17394
DRF15,OUT027,2639.83042
FDN52,OUT010,182.02972
FDC22,OUT027,6298.06852
FDX15,OUT045,2382.2324
FDT13,OUT013,3488.59226
FDU04,OUT017,2004.12458
FDU31,OUT019,261.19334
FDW59,OUT027,2310.9918
NCO29,OUT046,2067.04268
FDL15,OUT035,2708.67414
FDI41,OUT049,2206.86068
FDQ48,OUT049,1613.16682
DRI39,OUT013,536.56822
FDI08,OUT013,4472.64466
FDC21,OUT049,1931.61896
FDF58,OUT035,1173.33934
FDS08,OUT010,243.6828
FDE47,OUT045,2138.5496
NCP18,OUT019,248.07708
NCR41,OUT013,1328.53732
FDA27,OUT013,3087.91382
FDA43,OUT035,2581.6395
FDA49,OUT045,1517.3582
NCE55,OUT018,1989.94304
DRM49,OUT027,1044.37388
FDF22,OUT027,4397.34268
FDQ15,OUT018,1705.51328
NCS54,OUT017,3645.78764
NCY05,OUT013,789.3059
FDR45,OUT046,3396.2458
FDK57,OUT049,2167.179
FDF41,OUT010,645.95916
FDV21,OUT046,2052.46166
FDD51,OUT046,800.15844
FDF33,OUT046,1767.23294
FDA38,OUT046,3936.47592
FDR56,OUT045,4267.778
NCN41,OUT017,2142.14492
FDC60,OUT027,2255.99672
FDB47,OUT045,3495.1171
DRH01,OUT013,3375.20652
FDW08,OUT046,1348.245
FDF38,OUT027,1039.58012
FDY32,OUT017,2030.3571
FDG34,OUT049,1741.46648
FDG47,OUT019,363.06074
NCF18,OUT035,2797.89134
FDL39,OUT019,676.38622
NCH55,OUT035,2192.41282
DRJ35,OUT049,742.63332
FDS44,OUT035,4588.56044
DRE01,OUT018,4049.66192
FDY39,OUT013,4032.01822
FDY32,OUT018,2476.57626
FDR33,OUT027,2997.63134
NCP50,OUT049,1069.34138
FDZ47,OUT018,1229.59944
FDU57,OUT049,2326.3052
FDY44,OUT013,2083.02188
DRH59,OUT018,835.11294
FDB03,OUT027,7332.38882
FDY46,OUT045,2561.73208
FDM39,OUT045,2176.03414
FDY36,OUT035,1226.27044
NCM55,OUT035,2741.29834
FDJ50,OUT010,222.7101
DRL60,OUT013,2092.01018
NCJ54,OUT049,2899.62558
FDX59,OUT017,495.15546
FDI07,OUT013,4366.9822
DRF51,OUT010,93.47832
FDM14,OUT017,1441.85648
FDP21,OUT045,2964.07502
FDE40,OUT035,1239.0538
FDE05,OUT035,2664.5316
FDM13,OUT027,4148.86612
FDC34,OUT027,4782.37482
NCI55,OUT018,1699.32134
NCE43,OUT018,2424.71044
FDW58,OUT018,1090.64698
FDG60,OUT045,3298.3732
FDV31,OUT017,1776.82046
FDR47,OUT013,2727.38312
FDM60,OUT019,41.54592
NCF06,OUT018,3084.18534
NCN26,OUT027,1674.02094
FDQ59,OUT049,1417.42162
FDF09,OUT046,626.65096
NCS06,OUT017,4130.22372
FDT44,OUT046,1591.39516
FDI19,OUT017,4101.9938
FDT22,OUT017,824.32698
NCF54,OUT027,4652.47724
DRG25,OUT045,3135.65168
FDB59,OUT017,2538.62882
FDQ37,OUT017,4590.89074
FDP56,OUT035,529.91022
FDW44,OUT035,2468.52008
FDJ26,OUT010,359.8649
FDU43,OUT018,3060.0168
FDW33,OUT045,1408.167
NCX53,OUT027,3324.20624
FDN56,OUT010,461.66572
DRF15,OUT049,1697.1242
FDO33,OUT017,2081.82344
FDZ39,OUT010,242.95042
NCJ19,OUT017,1174.60436
FDU01,OUT035,3177.5305
FDT12,OUT035,4102.06038
NCM18,OUT018,1065.6129
FDP19,OUT017,2495.4184
NCR42,OUT049,488.6972
FDN10,OUT046,1887.74274
FDG44,OUT017,857.15092
FDQ10,OUT046,3639.46254
DRH13,OUT049,1177.86678
FDT52,OUT013,3224.60256
FDM56,OUT045,939.17748
NCO43,OUT010,203.20216
NCV29,OUT035,2748.35582
NCF06,OUT013,4606.07098
FDO50,OUT035,1627.41494
FDT59,OUT013,5046.16478
FDX40,OUT027,1092.51122
FDE50,OUT017,3997.06372
FDX51,OUT017,3235.98774
NCD30,OUT018,1363.95788
FDK15,OUT013,1993.53836
FDL12,OUT045,1129.92918
FDK46,OUT017,3601.57852
DRH49,OUT010,153.00084
FDQ57,OUT046,2679.91158
FDY59,OUT017,1613.63288
FDO09,OUT018,3186.11932
NCG30,OUT035,1513.0305
FDM09,OUT017,2131.5587
NCN17,OUT027,2787.57144
NCS42,OUT013,1379.60418
FDD02,OUT019,270.44796
FDE34,OUT013,4369.77856
FDU38,OUT045,1882.28318
FDB33,OUT046,2712.93526
NCJ29,OUT017,1562.89892
FDZ27,OUT035,488.63062
FDI40,OUT013,1550.3153
FDG22,OUT013,618.32846
FDT51,OUT017,1852.78824
FDF20,OUT018,2577.37838
FDV50,OUT035,1686.27166
FDT02,OUT049,524.58382
DRC49,OUT017,2036.88194
FDF26,OUT049,3023.53096
FDV52,OUT035,2125.76624
FDX59,OUT049,673.1238
FDV25,OUT035,5075.79288
FDW23,OUT027,751.88794
FDE53,OUT018,1446.98314
FDA19,OUT017,2118.64218
FDH22,OUT046,2387.29248
NCO41,OUT013,1529.47576
FDX12,OUT017,5084.84776
FDF17,OUT013,3089.57832
FDS11,OUT045,4387.55542
FDR51,OUT035,2890.30438
FDT49,OUT010,233.29632
FDC56,OUT013,2701.8164
FDR13,OUT027,2996.03342
FDQ60,OUT035,2766.93164
FDN38,OUT049,3799.78718
NCL29,OUT013,1937.478
FDO13,OUT027,4021.29884
FDE26,OUT018,2536.23194
FDA31,OUT010,485.0353
FDX14,OUT035,1295.58022
FDA34,OUT045,3098.9661
FDF26,OUT013,2018.0398
FDE38,OUT045,2791.63282
DRI11,OUT046,2312.12366
FDQ60,OUT027,2507.33622
FDL21,OUT027,930.38892
DRC12,OUT027,5536.39332
FDC47,OUT046,3539.3928
FDE57,OUT045,2245.7434
FDT14,OUT045,1849.39266
NCZ53,OUT046,3893.73156
FDE28,OUT018,4682.77114
FDR19,OUT035,2833.6448
NCF54,OUT019,455.93984
FDZ08,OUT046,1467.7561
NCJ05,OUT018,2776.0531
FDF59,OUT046,1533.53714
NCO05,OUT035,1985.54876
FDW24,OUT018,901.09372
NCX42,OUT018,3046.30132
NCA53,OUT035,816.9366
FDI45,OUT019,370.25138
FDG46,OUT046,2842.36678
FDM20,OUT010,817.9353
FDW11,OUT010,132.4942
FDX08,OUT035,3171.27198
NCK17,OUT035,604.28008
FDK32,OUT018,2265.0516
NCA42,OUT035,2810.14206
DRI01,OUT035,3200.23428
NCL55,OUT049,3605.57332
DRE25,OUT018,1671.75722
FDD14,OUT017,2822.72568
FDB10,OUT046,3466.02164
DRN11,OUT035,2459.7981
FDP38,OUT018,553.41296
NCA30,OUT017,2666.59558
FDT15,OUT017,2739.03462
NCP55,OUT018,603.8806
FDF12,OUT035,2553.87564
